Universidade	ODS	Indicador	Ano	Valor	Overall	Percentil_ranking_metrica
Universidade Federal de Santa Maria	ODS 4	Views Count (THE)	2019	2734	7467	85th
Universidade Federal de Santa Maria	ODS 4	Views Count (THE)	2020	1058	7467	85th
Universidade Federal de Santa Maria	ODS 4	Views Count (THE)	2021	1335	7467	85th
Universidade Federal de Santa Maria	ODS 4	Views Count (THE)	2022	735	7467	85th
Universidade Federal de Santa Maria	ODS 4	Views Count (THE)	2023	1605	7467	85th
Universidade Federal de Santa Maria	ODS 4	Views Count (THE) Median	2019	245	1001	
Universidade Federal de Santa Maria	ODS 4	Views Count (THE) Median	2020	273	1001	
Universidade Federal de Santa Maria	ODS 4	Views Count (THE) Median	2021	310	1001	
Universidade Federal de Santa Maria	ODS 4	Views Count (THE) Median	2022	278	1001	
Universidade Federal de Santa Maria	ODS 4	Views Count (THE) Median	2023	247	1001	
Universidade Federal de Santa Maria	ODS 5	Female Co-authorship (THE)	2019	0.466	0.461	84th
Universidade Federal de Santa Maria	ODS 5	Female Co-authorship (THE)	2020	0.475	0.461	84th
Universidade Federal de Santa Maria	ODS 5	Female Co-authorship (THE)	2021	0.468	0.461	84th
Universidade Federal de Santa Maria	ODS 5	Female Co-authorship (THE)	2022	0.456	0.461	84th
Universidade Federal de Santa Maria	ODS 5	Female Co-authorship (THE)	2023	0.441	0.461	84th
Universidade Federal de Santa Maria	ODS 5	Female Co-authorship (THE) Median	2019	0.323	0	
Universidade Federal de Santa Maria	ODS 5	Female Co-authorship (THE) Median	2020	0.327	0	
Universidade Federal de Santa Maria	ODS 5	Female Co-authorship (THE) Median	2021	0.337	0	
Universidade Federal de Santa Maria	ODS 5	Female Co-authorship (THE) Median	2022	0.342	0	
Universidade Federal de Santa Maria	ODS 5	Female Co-authorship (THE) Median	2023	0.344	0	
Universidade Federal de Santa Maria	ODS 5	Output in Top 10% Journals (THE)	2019	0	1	57th
Universidade Federal de Santa Maria	ODS 5	Output in Top 10% Journals (THE)	2020	1	1	57th
Universidade Federal de Santa Maria	ODS 5	Output in Top 10% Journals (THE)	2021	0	1	57th
Universidade Federal de Santa Maria	ODS 5	Output in Top 10% Journals (THE)	2022	0	1	57th
Universidade Federal de Santa Maria	ODS 5	Output in Top 10% Journals (THE)	2023	0	1	57th
Universidade Federal de Santa Maria	ODS 5	Output in Top 10% Journals (THE) Median	2019	1	2	
Universidade Federal de Santa Maria	ODS 5	Output in Top 10% Journals (THE) Median	2020	1	2	
Universidade Federal de Santa Maria	ODS 5	Output in Top 10% Journals (THE) Median	2021	1	2	
Universidade Federal de Santa Maria	ODS 5	Output in Top 10% Journals (THE) Median	2022	1	2	
Universidade Federal de Santa Maria	ODS 5	Output in Top 10% Journals (THE) Median	2023	1	2	
Universidade Federal de Santa Maria	ODS 5	Scholarly Output (THE)	2019	10	51	83rd
Universidade Federal de Santa Maria	ODS 5	Scholarly Output (THE)	2020	11	51	83rd
Universidade Federal de Santa Maria	ODS 5	Scholarly Output (THE)	2021	8	51	83rd
Universidade Federal de Santa Maria	ODS 5	Scholarly Output (THE)	2022	15	51	83rd
Universidade Federal de Santa Maria	ODS 5	Scholarly Output (THE)	2023	7	51	83rd
Universidade Federal de Santa Maria	ODS 5	Scholarly Output (THE) Median	2019	4	12	
Universidade Federal de Santa Maria	ODS 5	Scholarly Output (THE) Median	2020	4	12	
Universidade Federal de Santa Maria	ODS 5	Scholarly Output (THE) Median	2021	5	12	
Universidade Federal de Santa Maria	ODS 5	Scholarly Output (THE) Median	2022	5	12	
Universidade Federal de Santa Maria	ODS 5	Scholarly Output (THE) Median	2023	5	12	
Universidade Federal de Santa Maria	ODS 6	Field-Weighted Citation Impact - 5 Year (THE)	2019	1.14	1.18	54th
Universidade Federal de Santa Maria	ODS 6	Field-Weighted Citation Impact - 5 Year (THE)	2020	1.05	1.18	54th
Universidade Federal de Santa Maria	ODS 6	Field-Weighted Citation Impact - 5 Year (THE)	2021	1.56	1.18	54th
Universidade Federal de Santa Maria	ODS 6	Field-Weighted Citation Impact - 5 Year (THE)	2022	1.05	1.18	54th
Universidade Federal de Santa Maria	ODS 6	Field-Weighted Citation Impact - 5 Year (THE)	2023	0.93	1.18	54th
Universidade Federal de Santa Maria	ODS 6	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.09	1.22	
Universidade Federal de Santa Maria	ODS 6	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.19	1.22	
Universidade Federal de Santa Maria	ODS 6	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.09	1.22	
Universidade Federal de Santa Maria	ODS 6	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.09	1.22	
Universidade Federal de Santa Maria	ODS 6	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.14	1.22	
Universidade Federal de Santa Maria	ODS 6	Output in Top 10% Journals (THE)	2019	17	97	92nd
Universidade Federal de Santa Maria	ODS 6	Output in Top 10% Journals (THE)	2020	22	97	92nd
Universidade Federal de Santa Maria	ODS 6	Output in Top 10% Journals (THE)	2021	25	97	92nd
Universidade Federal de Santa Maria	ODS 6	Output in Top 10% Journals (THE)	2022	16	97	92nd
Universidade Federal de Santa Maria	ODS 6	Output in Top 10% Journals (THE)	2023	17	97	92nd
Universidade Federal de Santa Maria	ODS 6	Output in Top 10% Journals (THE) Median	2019	2	6	
Universidade Federal de Santa Maria	ODS 6	Output in Top 10% Journals (THE) Median	2020	2	6	
Universidade Federal de Santa Maria	ODS 6	Output in Top 10% Journals (THE) Median	2021	2	6	
Universidade Federal de Santa Maria	ODS 6	Output in Top 10% Journals (THE) Median	2022	2	6	
Universidade Federal de Santa Maria	ODS 6	Output in Top 10% Journals (THE) Median	2023	2	6	
Universidade Federal de Santa Maria	ODS 6	Scholarly Output (THE)	2019	55	394	95th
Universidade Federal de Santa Maria	ODS 6	Scholarly Output (THE)	2020	82	394	95th
Universidade Federal de Santa Maria	ODS 6	Scholarly Output (THE)	2021	107	394	95th
Universidade Federal de Santa Maria	ODS 6	Scholarly Output (THE)	2022	82	394	95th
Universidade Federal de Santa Maria	ODS 6	Scholarly Output (THE)	2023	68	394	95th
Universidade Federal de Santa Maria	ODS 6	Scholarly Output (THE) Median	2019	8	36	
Universidade Federal de Santa Maria	ODS 6	Scholarly Output (THE) Median	2020	10	36	
Universidade Federal de Santa Maria	ODS 6	Scholarly Output (THE) Median	2021	11	36	
Universidade Federal de Santa Maria	ODS 6	Scholarly Output (THE) Median	2022	11	36	
Universidade Federal de Santa Maria	ODS 6	Scholarly Output (THE) Median	2023	12	36	
Universidade Federal de Santa Maria	ODS 7	Field-Weighted Citation Impact - 5 Year (THE)	2019	1.06	0.99	38th
Universidade Federal de Santa Maria	ODS 7	Field-Weighted Citation Impact - 5 Year (THE)	2020	0.81	0.99	38th
Universidade Federal de Santa Maria	ODS 7	Field-Weighted Citation Impact - 5 Year (THE)	2021	1.08	0.99	38th
Universidade Federal de Santa Maria	ODS 7	Field-Weighted Citation Impact - 5 Year (THE)	2022	1.11	0.99	38th
Universidade Federal de Santa Maria	ODS 7	Field-Weighted Citation Impact - 5 Year (THE)	2023	0.86	0.99	38th
Universidade Federal de Santa Maria	ODS 7	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.11	1.26	
Universidade Federal de Santa Maria	ODS 7	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.13	1.26	
Universidade Federal de Santa Maria	ODS 7	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.16	1.26	
Universidade Federal de Santa Maria	ODS 7	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.2	1.26	
Universidade Federal de Santa Maria	ODS 7	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.3	1.26	
Universidade Federal de Santa Maria	ODS 7	Output in Top 10% Journals (THE)	2019	21	140	87th
Universidade Federal de Santa Maria	ODS 7	Output in Top 10% Journals (THE)	2020	21	140	87th
Universidade Federal de Santa Maria	ODS 7	Output in Top 10% Journals (THE)	2021	40	140	87th
Universidade Federal de Santa Maria	ODS 7	Output in Top 10% Journals (THE)	2022	40	140	87th
Universidade Federal de Santa Maria	ODS 7	Output in Top 10% Journals (THE)	2023	18	140	87th
Universidade Federal de Santa Maria	ODS 7	Output in Top 10% Journals (THE) Median	2019	3	14	
Universidade Federal de Santa Maria	ODS 7	Output in Top 10% Journals (THE) Median	2020	3	14	
Universidade Federal de Santa Maria	ODS 7	Output in Top 10% Journals (THE) Median	2021	4	14	
Universidade Federal de Santa Maria	ODS 7	Output in Top 10% Journals (THE) Median	2022	4	14	
Universidade Federal de Santa Maria	ODS 7	Output in Top 10% Journals (THE) Median	2023	4	14	
Universidade Federal de Santa Maria	ODS 7	Scholarly Output (THE)	2019	119	606	91st
Universidade Federal de Santa Maria	ODS 7	Scholarly Output (THE)	2020	83	606	91st
Universidade Federal de Santa Maria	ODS 7	Scholarly Output (THE)	2021	119	606	91st
Universidade Federal de Santa Maria	ODS 7	Scholarly Output (THE)	2022	148	606	91st
Universidade Federal de Santa Maria	ODS 7	Scholarly Output (THE)	2023	137	606	91st
Universidade Federal de Santa Maria	ODS 7	Scholarly Output (THE) Median	2019	17	76	
Universidade Federal de Santa Maria	ODS 7	Scholarly Output (THE) Median	2020	18	76	
Universidade Federal de Santa Maria	ODS 7	Scholarly Output (THE) Median	2021	20	76	
Universidade Federal de Santa Maria	ODS 7	Scholarly Output (THE) Median	2022	22	76	
Universidade Federal de Santa Maria	ODS 7	Scholarly Output (THE) Median	2023	23	76	
Universidade Federal de Santa Maria	ODS 8	Output in Top 10% Journals (THE)	2019	4	35	82nd
Universidade Federal de Santa Maria	ODS 8	Output in Top 10% Journals (THE)	2020	5	35	82nd
Universidade Federal de Santa Maria	ODS 8	Output in Top 10% Journals (THE)	2021	8	35	82nd
Universidade Federal de Santa Maria	ODS 8	Output in Top 10% Journals (THE)	2022	12	35	82nd
Universidade Federal de Santa Maria	ODS 8	Output in Top 10% Journals (THE)	2023	6	35	82nd
Universidade Federal de Santa Maria	ODS 8	Output in Top 10% Journals (THE) Median	2019	1	6	
Universidade Federal de Santa Maria	ODS 8	Output in Top 10% Journals (THE) Median	2020	2	6	
Universidade Federal de Santa Maria	ODS 8	Output in Top 10% Journals (THE) Median	2021	2	6	
Universidade Federal de Santa Maria	ODS 8	Output in Top 10% Journals (THE) Median	2022	2	6	
Universidade Federal de Santa Maria	ODS 8	Output in Top 10% Journals (THE) Median	2023	2	6	
Universidade Federal de Santa Maria	ODS 8	Scholarly Output (THE)	2019	17	168	83rd
Universidade Federal de Santa Maria	ODS 8	Scholarly Output (THE)	2020	32	168	83rd
Universidade Federal de Santa Maria	ODS 8	Scholarly Output (THE)	2021	38	168	83rd
Universidade Federal de Santa Maria	ODS 8	Scholarly Output (THE)	2022	43	168	83rd
Universidade Federal de Santa Maria	ODS 8	Scholarly Output (THE)	2023	38	168	83rd
Universidade Federal de Santa Maria	ODS 8	Scholarly Output (THE) Median	2019	8	39	
Universidade Federal de Santa Maria	ODS 8	Scholarly Output (THE) Median	2020	9	39	
Universidade Federal de Santa Maria	ODS 8	Scholarly Output (THE) Median	2021	10	39	
Universidade Federal de Santa Maria	ODS 8	Scholarly Output (THE) Median	2022	12	39	
Universidade Federal de Santa Maria	ODS 8	Scholarly Output (THE) Median	2023	13	39	
Universidade Federal de Santa Maria	ODS 9	Patent-Citations (THE)	2019	202	1046	82nd
Universidade Federal de Santa Maria	ODS 9	Patent-Citations (THE)	2020	252	1046	82nd
Universidade Federal de Santa Maria	ODS 9	Patent-Citations (THE)	2021	254	1046	82nd
Universidade Federal de Santa Maria	ODS 9	Patent-Citations (THE)	2022	238	1046	82nd
Universidade Federal de Santa Maria	ODS 9	Patent-Citations (THE)	2023	232	1046	82nd
Universidade Federal de Santa Maria	ODS 9	Patent-Citations (THE) Median	2019	37	0	
Universidade Federal de Santa Maria	ODS 9	Patent-Citations (THE) Median	2020	37	0	
Universidade Federal de Santa Maria	ODS 9	Patent-Citations (THE) Median	2021	38	0	
Universidade Federal de Santa Maria	ODS 9	Patent-Citations (THE) Median	2022	39	0	
Universidade Federal de Santa Maria	ODS 9	Patent-Citations (THE) Median	2023	40	0	
Universidade Federal de Santa Maria	ODS 9	Scholarly Output (THE)	2019	54	348	87th
Universidade Federal de Santa Maria	ODS 9	Scholarly Output (THE)	2020	49	348	87th
Universidade Federal de Santa Maria	ODS 9	Scholarly Output (THE)	2021	73	348	87th
Universidade Federal de Santa Maria	ODS 9	Scholarly Output (THE)	2022	89	348	87th
Universidade Federal de Santa Maria	ODS 9	Scholarly Output (THE)	2023	83	348	87th
Universidade Federal de Santa Maria	ODS 9	Scholarly Output (THE) Median	2019	11	67	
Universidade Federal de Santa Maria	ODS 9	Scholarly Output (THE) Median	2020	14	67	
Universidade Federal de Santa Maria	ODS 9	Scholarly Output (THE) Median	2021	16	67	
Universidade Federal de Santa Maria	ODS 9	Scholarly Output (THE) Median	2022	18	67	
Universidade Federal de Santa Maria	ODS 9	Scholarly Output (THE) Median	2023	22	67	
Universidade Federal de Santa Maria	ODS 10	Field-Weighted Citation Impact - 5 Year (THE)	2019	0.63	0.58	34th
Universidade Federal de Santa Maria	ODS 10	Field-Weighted Citation Impact - 5 Year (THE)	2020	0.59	0.58	34th
Universidade Federal de Santa Maria	ODS 10	Field-Weighted Citation Impact - 5 Year (THE)	2021	0.54	0.58	34th
Universidade Federal de Santa Maria	ODS 10	Field-Weighted Citation Impact - 5 Year (THE)	2022	0.75	0.58	34th
Universidade Federal de Santa Maria	ODS 10	Field-Weighted Citation Impact - 5 Year (THE)	2023	0.4	0.58	34th
Universidade Federal de Santa Maria	ODS 10	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	0.87	1.07	
Universidade Federal de Santa Maria	ODS 10	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	0.97	1.07	
Universidade Federal de Santa Maria	ODS 10	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.03	1.07	
Universidade Federal de Santa Maria	ODS 10	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.07	1.07	
Universidade Federal de Santa Maria	ODS 10	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.04	1.07	
Universidade Federal de Santa Maria	ODS 10	Output in Top 10% Journals (THE)	2019	1	15	80th
Universidade Federal de Santa Maria	ODS 10	Output in Top 10% Journals (THE)	2020	0	15	80th
Universidade Federal de Santa Maria	ODS 10	Output in Top 10% Journals (THE)	2021	2	15	80th
Universidade Federal de Santa Maria	ODS 10	Output in Top 10% Journals (THE)	2022	7	15	80th
Universidade Federal de Santa Maria	ODS 10	Output in Top 10% Journals (THE)	2023	5	15	80th
Universidade Federal de Santa Maria	ODS 10	Output in Top 10% Journals (THE) Median	2019	1	3	
Universidade Federal de Santa Maria	ODS 10	Output in Top 10% Journals (THE) Median	2020	1	3	
Universidade Federal de Santa Maria	ODS 10	Output in Top 10% Journals (THE) Median	2021	1	3	
Universidade Federal de Santa Maria	ODS 10	Output in Top 10% Journals (THE) Median	2022	1	3	
Universidade Federal de Santa Maria	ODS 10	Output in Top 10% Journals (THE) Median	2023	1	3	
Universidade Federal de Santa Maria	ODS 10	Scholarly Output (THE)	2019	19	104	85th
Universidade Federal de Santa Maria	ODS 10	Scholarly Output (THE)	2020	12	104	85th
Universidade Federal de Santa Maria	ODS 10	Scholarly Output (THE)	2021	19	104	85th
Universidade Federal de Santa Maria	ODS 10	Scholarly Output (THE)	2022	26	104	85th
Universidade Federal de Santa Maria	ODS 10	Scholarly Output (THE)	2023	28	104	85th
Universidade Federal de Santa Maria	ODS 10	Scholarly Output (THE) Median	2019	5	20	
Universidade Federal de Santa Maria	ODS 10	Scholarly Output (THE) Median	2020	6	20	
Universidade Federal de Santa Maria	ODS 10	Scholarly Output (THE) Median	2021	6	20	
Universidade Federal de Santa Maria	ODS 10	Scholarly Output (THE) Median	2022	7	20	
Universidade Federal de Santa Maria	ODS 10	Scholarly Output (THE) Median	2023	7	20	
Universidade Federal de Santa Maria	ODS 11	Field-Weighted Citation Impact - 5 Year (THE)	2019	0.57	0.81	35th
Universidade Federal de Santa Maria	ODS 11	Field-Weighted Citation Impact - 5 Year (THE)	2020	0.67	0.81	35th
Universidade Federal de Santa Maria	ODS 11	Field-Weighted Citation Impact - 5 Year (THE)	2021	0.97	0.81	35th
Universidade Federal de Santa Maria	ODS 11	Field-Weighted Citation Impact - 5 Year (THE)	2022	1.15	0.81	35th
Universidade Federal de Santa Maria	ODS 11	Field-Weighted Citation Impact - 5 Year (THE)	2023	0.39	0.81	35th
Universidade Federal de Santa Maria	ODS 11	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.05	1.15	
Universidade Federal de Santa Maria	ODS 11	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.1	1.15	
Universidade Federal de Santa Maria	ODS 11	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.11	1.15	
Universidade Federal de Santa Maria	ODS 11	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.08	1.15	
Universidade Federal de Santa Maria	ODS 11	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.08	1.15	
Universidade Federal de Santa Maria	ODS 11	Output in Top 10% Journals (THE)	2019	4	35	81st
Universidade Federal de Santa Maria	ODS 11	Output in Top 10% Journals (THE)	2020	4	35	81st
Universidade Federal de Santa Maria	ODS 11	Output in Top 10% Journals (THE)	2021	9	35	81st
Universidade Federal de Santa Maria	ODS 11	Output in Top 10% Journals (THE)	2022	15	35	81st
Universidade Federal de Santa Maria	ODS 11	Output in Top 10% Journals (THE)	2023	3	35	81st
Universidade Federal de Santa Maria	ODS 11	Output in Top 10% Journals (THE) Median	2019	1	6	
Universidade Federal de Santa Maria	ODS 11	Output in Top 10% Journals (THE) Median	2020	2	6	
Universidade Federal de Santa Maria	ODS 11	Output in Top 10% Journals (THE) Median	2021	2	6	
Universidade Federal de Santa Maria	ODS 11	Output in Top 10% Journals (THE) Median	2022	2	6	
Universidade Federal de Santa Maria	ODS 11	Output in Top 10% Journals (THE) Median	2023	2	6	
Universidade Federal de Santa Maria	ODS 11	Scholarly Output (THE)	2019	34	158	81st
Universidade Federal de Santa Maria	ODS 11	Scholarly Output (THE)	2020	25	158	81st
Universidade Federal de Santa Maria	ODS 11	Scholarly Output (THE)	2021	34	158	81st
Universidade Federal de Santa Maria	ODS 11	Scholarly Output (THE)	2022	44	158	81st
Universidade Federal de Santa Maria	ODS 11	Scholarly Output (THE)	2023	21	158	81st
Universidade Federal de Santa Maria	ODS 11	Scholarly Output (THE) Median	2019	9	44	
Universidade Federal de Santa Maria	ODS 11	Scholarly Output (THE) Median	2020	9	44	
Universidade Federal de Santa Maria	ODS 11	Scholarly Output (THE) Median	2021	12	44	
Universidade Federal de Santa Maria	ODS 11	Scholarly Output (THE) Median	2022	13	44	
Universidade Federal de Santa Maria	ODS 11	Scholarly Output (THE) Median	2023	14	44	
Universidade Federal de Santa Maria	ODS 12	Field-Weighted Citation Impact - 5 Year (THE)	2019	1.41	1.13	42nd
Universidade Federal de Santa Maria	ODS 12	Field-Weighted Citation Impact - 5 Year (THE)	2020	1.1	1.13	42nd
Universidade Federal de Santa Maria	ODS 12	Field-Weighted Citation Impact - 5 Year (THE)	2021	1.17	1.13	42nd
Universidade Federal de Santa Maria	ODS 12	Field-Weighted Citation Impact - 5 Year (THE)	2022	1.07	1.13	42nd
Universidade Federal de Santa Maria	ODS 12	Field-Weighted Citation Impact - 5 Year (THE)	2023	0.94	1.13	42nd
Universidade Federal de Santa Maria	ODS 12	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.21	1.41	
Universidade Federal de Santa Maria	ODS 12	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.33	1.41	
Universidade Federal de Santa Maria	ODS 12	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.31	1.41	
Universidade Federal de Santa Maria	ODS 12	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.33	1.41	
Universidade Federal de Santa Maria	ODS 12	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.3	1.41	
Universidade Federal de Santa Maria	ODS 12	Output in Top 10% Journals (THE)	2019	17	96	92nd
Universidade Federal de Santa Maria	ODS 12	Output in Top 10% Journals (THE)	2020	18	96	92nd
Universidade Federal de Santa Maria	ODS 12	Output in Top 10% Journals (THE)	2021	28	96	92nd
Universidade Federal de Santa Maria	ODS 12	Output in Top 10% Journals (THE)	2022	21	96	92nd
Universidade Federal de Santa Maria	ODS 12	Output in Top 10% Journals (THE)	2023	12	96	92nd
Universidade Federal de Santa Maria	ODS 12	Output in Top 10% Journals (THE) Median	2019	1	7	
Universidade Federal de Santa Maria	ODS 12	Output in Top 10% Journals (THE) Median	2020	2	7	
Universidade Federal de Santa Maria	ODS 12	Output in Top 10% Journals (THE) Median	2021	2	7	
Universidade Federal de Santa Maria	ODS 12	Output in Top 10% Journals (THE) Median	2022	2	7	
Universidade Federal de Santa Maria	ODS 12	Output in Top 10% Journals (THE) Median	2023	2	7	
Universidade Federal de Santa Maria	ODS 12	Scholarly Output (THE)	2019	53	319	93rd
Universidade Federal de Santa Maria	ODS 12	Scholarly Output (THE)	2020	56	319	93rd
Universidade Federal de Santa Maria	ODS 12	Scholarly Output (THE)	2021	83	319	93rd
Universidade Federal de Santa Maria	ODS 12	Scholarly Output (THE)	2022	67	319	93rd
Universidade Federal de Santa Maria	ODS 12	Scholarly Output (THE)	2023	60	319	93rd
Universidade Federal de Santa Maria	ODS 12	Scholarly Output (THE) Median	2019	7	39	
Universidade Federal de Santa Maria	ODS 12	Scholarly Output (THE) Median	2020	8	39	
Universidade Federal de Santa Maria	ODS 12	Scholarly Output (THE) Median	2021	10	39	
Universidade Federal de Santa Maria	ODS 12	Scholarly Output (THE) Median	2022	11	39	
Universidade Federal de Santa Maria	ODS 12	Scholarly Output (THE) Median	2023	13	39	
Universidade Federal de Santa Maria	ODS 13	Field-Weighted Citation Impact - 5 Year (THE)	2019	1.09	1.02	35th
Universidade Federal de Santa Maria	ODS 13	Field-Weighted Citation Impact - 5 Year (THE)	2020	0.93	1.02	35th
Universidade Federal de Santa Maria	ODS 13	Field-Weighted Citation Impact - 5 Year (THE)	2021	1.1	1.02	35th
Universidade Federal de Santa Maria	ODS 13	Field-Weighted Citation Impact - 5 Year (THE)	2022	1.09	1.02	35th
Universidade Federal de Santa Maria	ODS 13	Field-Weighted Citation Impact - 5 Year (THE)	2023	0.89	1.02	35th
Universidade Federal de Santa Maria	ODS 13	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.35	1.5	
Universidade Federal de Santa Maria	ODS 13	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.41	1.5	
Universidade Federal de Santa Maria	ODS 13	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.42	1.5	
Universidade Federal de Santa Maria	ODS 13	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.45	1.5	
Universidade Federal de Santa Maria	ODS 13	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.42	1.5	
Universidade Federal de Santa Maria	ODS 13	Output in Top 10% Journals (THE)	2019	7	48	82nd
Universidade Federal de Santa Maria	ODS 13	Output in Top 10% Journals (THE)	2020	13	48	82nd
Universidade Federal de Santa Maria	ODS 13	Output in Top 10% Journals (THE)	2021	9	48	82nd
Universidade Federal de Santa Maria	ODS 13	Output in Top 10% Journals (THE)	2022	13	48	82nd
Universidade Federal de Santa Maria	ODS 13	Output in Top 10% Journals (THE)	2023	6	48	82nd
Universidade Federal de Santa Maria	ODS 13	Output in Top 10% Journals (THE) Median	2019	2	7	
Universidade Federal de Santa Maria	ODS 13	Output in Top 10% Journals (THE) Median	2020	2	7	
Universidade Federal de Santa Maria	ODS 13	Output in Top 10% Journals (THE) Median	2021	2	7	
Universidade Federal de Santa Maria	ODS 13	Output in Top 10% Journals (THE) Median	2022	2	7	
Universidade Federal de Santa Maria	ODS 13	Output in Top 10% Journals (THE) Median	2023	3	7	
Universidade Federal de Santa Maria	ODS 13	Scholarly Output (THE)	2019	35	192	86th
Universidade Federal de Santa Maria	ODS 13	Scholarly Output (THE)	2020	45	192	86th
Universidade Federal de Santa Maria	ODS 13	Scholarly Output (THE)	2021	35	192	86th
Universidade Federal de Santa Maria	ODS 13	Scholarly Output (THE)	2022	44	192	86th
Universidade Federal de Santa Maria	ODS 13	Scholarly Output (THE)	2023	33	192	86th
Universidade Federal de Santa Maria	ODS 13	Scholarly Output (THE) Median	2019	7	34	
Universidade Federal de Santa Maria	ODS 13	Scholarly Output (THE) Median	2020	8	34	
Universidade Federal de Santa Maria	ODS 13	Scholarly Output (THE) Median	2021	10	34	
Universidade Federal de Santa Maria	ODS 13	Scholarly Output (THE) Median	2022	11	34	
Universidade Federal de Santa Maria	ODS 13	Scholarly Output (THE) Median	2023	13	34	
Universidade Federal de Santa Maria	ODS 14	Field-Weighted Citation Impact - 5 Year (THE)	2019	1.03	0.9	49th
Universidade Federal de Santa Maria	ODS 14	Field-Weighted Citation Impact - 5 Year (THE)	2020	0.85	0.9	49th
Universidade Federal de Santa Maria	ODS 14	Field-Weighted Citation Impact - 5 Year (THE)	2021	0.99	0.9	49th
Universidade Federal de Santa Maria	ODS 14	Field-Weighted Citation Impact - 5 Year (THE)	2022	0.72	0.9	49th
Universidade Federal de Santa Maria	ODS 14	Field-Weighted Citation Impact - 5 Year (THE)	2023	0.83	0.9	49th
Universidade Federal de Santa Maria	ODS 14	Field-Weighted Citation Impact - 5 Year (THE) Median	2019	1.1	1.13	
Universidade Federal de Santa Maria	ODS 14	Field-Weighted Citation Impact - 5 Year (THE) Median	2020	1.08	1.13	
Universidade Federal de Santa Maria	ODS 14	Field-Weighted Citation Impact - 5 Year (THE) Median	2021	1.11	1.13	
Universidade Federal de Santa Maria	ODS 14	Field-Weighted Citation Impact - 5 Year (THE) Median	2022	1.07	1.13	
Universidade Federal de Santa Maria	ODS 14	Field-Weighted Citation Impact - 5 Year (THE) Median	2023	1.04	1.13	
Universidade Federal de Santa Maria	ODS 14	Output in Top 10% Journals (THE)	2019	13	64	91st
Universidade Federal de Santa Maria	ODS 14	Output in Top 10% Journals (THE)	2020	18	64	91st
Universidade Federal de Santa Maria	ODS 14	Output in Top 10% Journals (THE)	2021	17	64	91st
Universidade Federal de Santa Maria	ODS 14	Output in Top 10% Journals (THE)	2022	9	64	91st
Universidade Federal de Santa Maria	ODS 14	Output in Top 10% Journals (THE)	2023	7	64	91st
Universidade Federal de Santa Maria	ODS 14	Output in Top 10% Journals (THE) Median	2019	1	3	
Universidade Federal de Santa Maria	ODS 14	Output in Top 10% Journals (THE) Median	2020	1	3	
Universidade Federal de Santa Maria	ODS 14	Output in Top 10% Journals (THE) Median	2021	2	3	
Universidade Federal de Santa Maria	ODS 14	Output in Top 10% Journals (THE) Median	2022	2	3	
Universidade Federal de Santa Maria	ODS 14	Output in Top 10% Journals (THE) Median	2023	1	3	
Universidade Federal de Santa Maria	ODS 14	Scholarly Output (THE)	2019	34	173	91st
Universidade Federal de Santa Maria	ODS 14	Scholarly Output (THE)	2020	44	173	91st
Universidade Federal de Santa Maria	ODS 14	Scholarly Output (THE)	2021	44	173	91st
Universidade Federal de Santa Maria	ODS 14	Scholarly Output (THE)	2022	25	173	91st
Universidade Federal de Santa Maria	ODS 14	Scholarly Output (THE)	2023	26	173	91st
Universidade Federal de Santa Maria	ODS 14	Scholarly Output (THE) Median	2019	5	15	
Universidade Federal de Santa Maria	ODS 14	Scholarly Output (THE) Median	2020	6	15	
Universidade Federal de Santa Maria	ODS 14	Scholarly Output (THE) Median	2021	6	15	
